"","P1_2020Oct","P2_2021Mar"
"BATF",0.586240488105196,-0.348747520779537
"CLOCK",-0.513536273713786,-0.396490972215666
"E2F3",-0.375156917269753,0.439922477948711
"EGR2",0.302117985147925,0.463940771996595
"ETS2",0.415957246935492,0.50794909502764
"FOXH1",-0.53530173455231,-0.488308938831791
"FOXK1",0.507088553222568,0.399384514726947
"GATA1",-0.506022741502025,0.318724653219681
"GLI2",-0.534905358292604,-0.454021405675244
"HOXA4",0.576146106024683,0.336180468500152
"HSF1",-0.435925802063348,-0.30569425589764
"IRF4",-0.315991154237635,-0.314516723750662
"MEIS1",0.384590672250756,0.362506031740038
"MYB",-0.555499307074663,0.317164409708697
"RUNX2",-0.34226649607548,-0.464214996613677
"RUNX3",-0.47685825714899,0.50555672164413
"SETDB1",-0.368022144595045,0.380510296254672
"SPDEF",0.406778934432966,-0.611275039539936
"SRF",0.362851636496213,0.389446236363039
"STAT2",-0.481826172937305,-0.338979450798645
"TCF3",0.362939720109481,0.483287791532804
"TP63",-0.303976549387879,0.324124041369816
"ZBTB33",-0.710200557057257,0.53438813052287
"ZBTB7B",-0.554644896025963,-0.499826372749241
